{
'Raw input: ######kkoyöjy':'('LD output: kkoyöjy', 'UDT output: kkoyöjy')'
'Raw input: yuhjonl######':'('LD output: yuhjonl', 'UDT output: yuhjonl')'
'Raw input: ######fjmälär':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: #####fjmälär#':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: ####fjmälär##':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: ###fjmälär###':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: ##fjmälär####':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: #fjmälär#####':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: fjmälär######':'('LD output: fjmälär', 'UDT output: fjmälär')'
'Raw input: ######hölkssf':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: #####hölkssf#':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: ####hölkssf##':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: ###hölkssf###':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: ##hölkssf####':'('LD output: hölkksf', 'UDT output: hölkssf')'
'Raw input: #hölkssf#####':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: hölkssf######':'('LD output: hölkssf', 'UDT output: hölkssf')'
'Raw input: ######huhpkmp':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: #####huhpkmp#':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: ####huhpkmp##':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: ###huhpkmp###':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: ##huhpkmp####':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: #huhpkmp#####':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: huhpkmp######':'('LD output: huhpkmp', 'UDT output: huhpkmp')'
'Raw input: ######ngghähm':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: #####ngghähm#':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: ####ngghähm##':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: ###ngghähm###':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: ##ngghähm####':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: #ngghähm#####':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: ngghähm######':'('LD output: ngghähm', 'UDT output: ngghähm')'
'Raw input: ######oähtfmd':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: #####oähtfmd#':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: ####oähtfmd##':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: ###oähtfmd###':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: ##oähtfmd####':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: #oähtfmd#####':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: oähtfmd######':'('LD output: oähtfmd', 'UDT output: oähtfmd')'
'Raw input: ######lnbpgnt':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: #####lnbpgnt#':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: ####lnbpgnt##':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: ###lnbpgnt###':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: ##lnbpgnt####':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: #lnbpgnt#####':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: lnbpgnt######':'('LD output: lnbpgnt', 'UDT output: lnbpgnt')'
'Raw input: ######mbtokgt':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: #####mbtokgt#':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: ####mbtokgt##':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: ###mbtokgt###':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: ##mbtokgt####':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: #mbtokgt#####':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: mbtokgt######':'('LD output: mbtokgt', 'UDT output: mbtokgt')'
'Raw input: ######mgudypk':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: #####mgudypk#':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: ####mgudypk##':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: ###mgudypk###':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: ##mgudypk####':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: #mgudypk#####':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: mgudypk######':'('LD output: mgudypk', 'UDT output: mgudypk')'
'Raw input: ######tjöäädy':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: #####tjöäädy#':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: ####tjöäädy##':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: ###tjöäädy###':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: ##tjöäädy####':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: #tjöäädy#####':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: tjöäädy######':'('LD output: tjöäädy', 'UDT output: tjöäädy')'
'Raw input: ######glsebby':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: #####glsebby#':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: ####glsebby##':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: ###glsebby###':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: ##glsebby####':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: #glsebby#####':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: glsebby######':'('LD output: glsebby', 'UDT output: glsebby')'
'Raw input: ######vjypjph':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: #####vjypjph#':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: ####vjypjph##':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: ###vjypjph###':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: ##vjypjph####':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: #vjypjph#####':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: vjypjph######':'('LD output: vjypjph', 'UDT output: vjypjph')'
'Raw input: ######lövmlak':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: #####lövmlak#':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: ####lövmlak##':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: ###lövmlak###':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: ##lövmlak####':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: #lövmlak#####':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: lövmlak######':'('LD output: lövmlak', 'UDT output: lövmlak')'
'Raw input: ######yiyovfr':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: #####yiyovfr#':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: ####yiyovfr##':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: ###yiyovfr###':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: ##yiyovfr####':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: #yiyovfr#####':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: yiyovfr######':'('LD output: yiyovfr', 'UDT output: yiyovfr')'
'Raw input: ######fdgyjef':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: #####fdgyjef#':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: ####fdgyjef##':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: ###fdgyjef###':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: ##fdgyjef####':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: #fdgyjef#####':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: fdgyjef######':'('LD output: fdgyjef', 'UDT output: fdgyjef')'
'Raw input: ######ökupgyn':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: #####ökupgyn#':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: ####ökupgyn##':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: ###ökupgyn###':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: ##ökupgyn####':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: #ökupgyn#####':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: ökupgyn######':'('LD output: ökupgyn', 'UDT output: ökupgyn')'
'Raw input: ######egkgppm':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: #####egkgppm#':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: ####egkgppm##':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: ###egkgppm###':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: ##egkgppm####':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: #egkgppm#####':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: egkgppm######':'('LD output: egkgppm', 'UDT output: egkgppm')'
'Raw input: ######efhrekb':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: #####efhrekb#':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: ####efhrekb##':'('LD output: efhrhkb', 'UDT output: efhrekb')'
'Raw input: ###efhrekb###':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: ##efhrekb####':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: #efhrekb#####':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: efhrekb######':'('LD output: efhrekb', 'UDT output: efhrekb')'
'Raw input: ######ttpeäkf':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: #####ttpeäkf#':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: ####ttpeäkf##':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: ###ttpeäkf###':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: ##ttpeäkf####':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: #ttpeäkf#####':'('LD output: tppeäkf', 'UDT output: ttpeäkf')'
'Raw input: ttpeäkf######':'('LD output: ttpeäkf', 'UDT output: ttpeäkf')'
'Raw input: ######rpytapö':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: #####rpytapö#':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: ####rpytapö##':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: ###rpytapö###':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: ##rpytapö####':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: #rpytapö#####':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: rpytapö######':'('LD output: rpytapö', 'UDT output: rpytapö')'
'Raw input: ######ekghiey':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: #####ekghiey#':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: ####ekghiey##':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: ###ekghiey###':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: ##ekghiey####':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: #ekghiey#####':'('LD output: ekghiyy', 'UDT output: ekghiey')'
'Raw input: ekghiey######':'('LD output: ekghiey', 'UDT output: ekghiey')'
'Raw input: ######mojekhh':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: #####mojekhh#':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: ####mojekhh##':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: ###mojekhh###':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: ##mojekhh####':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: #mojekhh#####':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: mojekhh######':'('LD output: mojekhh', 'UDT output: mojekhh')'
'Raw input: ######msjhety':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: #####msjhety#':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: ####msjhety##':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: ###msjhety###':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: ##msjhety####':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: #msjhety#####':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: msjhety######':'('LD output: msjhety', 'UDT output: msjhety')'
'Raw input: ######brdkjrr':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: #####brdkjrr#':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: ####brdkjrr##':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: ###brdkjrr###':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: ##brdkjrr####':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: #brdkjrr#####':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: brdkjrr######':'('LD output: brdkjrr', 'UDT output: brdkjrr')'
'Raw input: ######nfäepma':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: #####nfäepma#':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: ####nfäepma##':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: ###nfäepma###':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: ##nfäepma####':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: #nfäepma#####':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: nfäepma######':'('LD output: nfäepma', 'UDT output: nfäepma')'
'Raw input: ######jeräeam':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: #####jeräeam#':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: ####jeräeam##':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: ###jeräeam###':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: ##jeräeam####':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: #jeräeam#####':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: jeräeam######':'('LD output: jeräeam', 'UDT output: jeräeam')'
'Raw input: ######jkggfhu':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: #####jkggfhu#':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: ####jkggfhu##':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: ###jkggfhu###':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: ##jkggfhu####':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: #jkggfhu#####':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: jkggfhu######':'('LD output: jkggfhu', 'UDT output: jkggfhu')'
'Raw input: ######foenhmh':'('LD output: ffenhmh', 'UDT output: foenhmh')'
'Raw input: #####foenhmh#':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: ####foenhmh##':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: ###foenhmh###':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: ##foenhmh####':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: #foenhmh#####':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: foenhmh######':'('LD output: foenhmh', 'UDT output: foenhmh')'
'Raw input: ######fojpmmo':'('LD output: fojpmmo', 'UDT output: fojpmmo')'
'Raw input: #####fojpmmo#':'('LD output: fojpmmo', 'UDT output: fojpmmo')'
'Raw input: ####fojpmmo##':'('LD output: fpjpmoo', 'UDT output: fojpmmo')'
'Raw input: ###fojpmmo###':'('LD output: fojpmmo', 'UDT output: fojpmmo')'
'Raw input: ##fojpmmo####':'('LD output: fpjpmmo', 'UDT output: fojpmmo')'
'Raw input: #fojpmmo#####':'('LD output: fojpmmo', 'UDT output: fojpmmo')'
'Raw input: fojpmmo######':'('LD output: fojpmmo', 'UDT output: fojpmmo')'
'Raw input: ######eoöltar':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: #####eoöltar#':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: ####eoöltar##':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: ###eoöltar###':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: ##eoöltar####':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: #eoöltar#####':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: eoöltar######':'('LD output: eoöltar', 'UDT output: eoöltar')'
'Raw input: ######otvvivi':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: #####otvvivi#':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: ####otvvivi##':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: ###otvvivi###':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: ##otvvivi####':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: #otvvivi#####':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: otvvivi######':'('LD output: otvvivi', 'UDT output: otvvivi')'
'Raw input: ######aenofur':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: #####aenofur#':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: ####aenofur##':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: ###aenofur###':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: ##aenofur####':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: #aenofur#####':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: aenofur######':'('LD output: aenofur', 'UDT output: aenofur')'
'Raw input: ######mebddem':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: #####mebddem#':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: ####mebddem##':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: ###mebddem###':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: ##mebddem####':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: #mebddem#####':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: mebddem######':'('LD output: mebddem', 'UDT output: mebddem')'
'Raw input: ######ähffhbm':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: #####ähffhbm#':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: ####ähffhbm##':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: ###ähffhbm###':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: ##ähffhbm####':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: #ähffhbm#####':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: ähffhbm######':'('LD output: ähffhbm', 'UDT output: ähffhbm')'
'Raw input: ######jäafpii':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: #####jäafpii#':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: ####jäafpii##':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: ###jäafpii###':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: ##jäafpii####':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: #jäafpii#####':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: jäafpii######':'('LD output: jäafpii', 'UDT output: jäafpii')'
'Raw input: ######dlmdhgr':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: #####dlmdhgr#':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: ####dlmdhgr##':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: ###dlmdhgr###':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: ##dlmdhgr####':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: #dlmdhgr#####':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: dlmdhgr######':'('LD output: dlmdhgr', 'UDT output: dlmdhgr')'
'Raw input: ######brotsyp':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: #####brotsyp#':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: ####brotsyp##':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: ###brotsyp###':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: ##brotsyp####':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: #brotsyp#####':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: brotsyp######':'('LD output: brotsyp', 'UDT output: brotsyp')'
'Raw input: ######ökraphh':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: #####ökraphh#':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: ####ökraphh##':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: ###ökraphh###':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: ##ökraphh####':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: #ökraphh#####':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: ökraphh######':'('LD output: ökraphh', 'UDT output: ökraphh')'
'Raw input: ######opkäfjä':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: #####opkäfjä#':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: ####opkäfjä##':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: ###opkäfjä###':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: ##opkäfjä####':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: #opkäfjä#####':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: opkäfjä######':'('LD output: opkäfjä', 'UDT output: opkäfjä')'
'Raw input: ######aövttub':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: #####aövttub#':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: ####aövttub##':'('LD output: aötttub', 'UDT output: aövttub')'
'Raw input: ###aövttub###':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: ##aövttub####':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: #aövttub#####':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: aövttub######':'('LD output: aövttub', 'UDT output: aövttub')'
'Raw input: ######ovnjpbb':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: #####ovnjpbb#':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: ####ovnjpbb##':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: ###ovnjpbb###':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: ##ovnjpbb####':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: #ovnjpbb#####':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: ovnjpbb######':'('LD output: ovnjpbb', 'UDT output: ovnjpbb')'
'Raw input: ######iupemnj':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: #####iupemnj#':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: ####iupemnj##':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: ###iupemnj###':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: ##iupemnj####':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: #iupemnj#####':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: iupemnj######':'('LD output: iupemnj', 'UDT output: iupemnj')'
'Raw input: ######ddjmoth':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: #####ddjmoth#':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: ####ddjmoth##':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: ###ddjmoth###':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: ##ddjmoth####':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: #ddjmoth#####':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: ddjmoth######':'('LD output: ddjmoth', 'UDT output: ddjmoth')'
'Raw input: ######jfoalsu':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: #####jfoalsu#':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: ####jfoalsu##':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: ###jfoalsu###':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: ##jfoalsu####':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: #jfoalsu#####':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: jfoalsu######':'('LD output: jfoalsu', 'UDT output: jfoalsu')'
'Raw input: ######äöeuabe':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: #####äöeuabe#':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: ####äöeuabe##':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: ###äöeuabe###':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: ##äöeuabe####':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: #äöeuabe#####':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: äöeuabe######':'('LD output: äöeuabe', 'UDT output: äöeuabe')'
'Raw input: ######svvpöps':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: #####svvpöps#':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: ####svvpöps##':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: ###svvpöps###':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: ##svvpöps####':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: #svvpöps#####':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: svvpöps######':'('LD output: svvpöps', 'UDT output: svvpöps')'
'Raw input: ######vgbeeoh':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: #####vgbeeoh#':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: ####vgbeeoh##':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: ###vgbeeoh###':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: ##vgbeeoh####':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: #vgbeeoh#####':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: vgbeeoh######':'('LD output: vgbeeoh', 'UDT output: vgbeeoh')'
'Raw input: ######asmöälo':'('LD output: asmöälo', 'UDT output: asmöälo')'
'Raw input: #####asmöälo#':'('LD output: asmöälo', 'UDT output: asmöälo')'
